Object ID,Launch Date,Mass (kg),Dimensions (m),Orbital Altitude (km),Orbital Inclination (degrees),Orbital Eccentricity,Velocity (km/s),Material Type,Collision Probability,Decay Date,Operational Status,Risk Factor,Region of Orbit
D8754,1958-12-04,1985.66,1.2x3.0x3.3,1343.13,118.17,0.0724,5.32,Steel,0.0564,2019-09-13,Active,High,LEO
D8755,1969-10-14,821.29,3.8x4.1x0.9,18943.2,42.03,0.0535,2.46,Aluminum,0.0652,,Inactive,Low,MEO
D8756,1977-02-21,9295.31,0.3x1.3x2.5,15860.24,17.7,0.0347,3.15,Aluminum,0.0594,2023-02-06,Fragmented,Low,MEO
D8757,2010-04-01,6621.98,4.0x4.4x1.1,27574.24,155.18,0.0465,7.71,Polymer,0.0109,,Inactive,Low,MEO
D8758,1982-12-05,834.79,1.3x1.1x2.1,30886.39,96.88,0.0691,3.71,Polymer,0.0764,1992-11-17,Inactive,High,MEO
D8759,1960-08-22,9035.97,2.5x1.7x4.8,35020.46,31.28,0.0937,7.95,Polymer,0.0813,,Active,High,MEO
D8760,2007-09-15,7772.01,2.8x4.3x0.5,20642.46,12.99,0.0755,2.91,Steel,0.0557,1957-10-14,Inactive,Low,MEO
D8761,1975-07-09,7743.63,1.5x4.9x1.8,27751.56,104.79,0.0757,3.54,Composite,0.0094,2036-03-28,Fragmented,High,MEO
D8762,1992-01-09,2683.03,4.9x4.8x2.4,20935.72,129.42,0.0442,6.26,Steel,0.0165,2043-12-15,Active,Medium,MEO
D8763,1957-11-16,7921.47,0.6x1.8x3.4,16701.35,106.07,0.0374,3.09,Polymer,0.0138,1975-01-11,Fragmented,Medium,MEO
D8764,1993-01-08,8602.39,2.7x5.0x4.5,15206.06,51.19,0.0033,2.05,Polymer,0.0446,2007-10-14,Fragmented,Low,MEO
D8765,1992-12-14,2764.48,1.4x1.1x4.5,28698.76,31.08,0.0966,4.71,Polymer,0.0573,1986-05-29,Inactive,Medium,MEO
D8766,1989-07-29,9057.58,1.9x2.3x0.2,8837.01,99.71,0.0282,2.37,Aluminum,0.0625,2037-09-29,Inactive,Low,MEO
D8767,2004-04-17,207.59,0.2x0.6x3.8,4735.67,129.11,0.0405,4.37,Titanium,0.0583,,Fragmented,Medium,MEO
D8768,1961-06-23,5612.35,4.3x2.7x1.4,13802.16,103.83,0.0781,2.18,Steel,0.0011,2025-11-09,Inactive,Medium,MEO
D8769,1971-01-21,9355.68,1.4x0.6x0.7,38780.1,113.05,0.0427,5.17,Polymer,0.0067,2025-11-10,Inactive,Low,GEO
D8770,2001-09-20,6765.74,0.9x3.9x1.0,14155.61,96.52,0.0066,3.91,Titanium,0.0233,2012-05-01,Active,High,MEO
D8771,2004-02-10,1565.3,3.3x1.7x1.4,18999.04,118.19,0.0779,6.55,Aluminum,0.0818,2002-07-27,Inactive,Low,MEO
D8772,2017-09-02,9231.74,4.4x4.5x4.5,20970.05,49.72,0.0813,3.16,Steel,0.0083,2008-12-04,Fragmented,Medium,MEO
D8773,2003-11-12,3299.88,3.4x0.4x0.7,24570.09,40.17,0.0031,7.73,Aluminum,0.088,1990-06-22,Active,Medium,MEO
D8774,1963-08-28,9913.69,2.8x2.0x2.1,9442.48,178.39,0.0266,2.0,Composite,0.0809,1967-11-06,Active,Low,MEO
D8775,2021-07-13,1883.47,4.6x0.1x2.9,38956.67,37.83,0.0292,4.37,Steel,0.0869,2039-06-30,Fragmented,Low,GEO
D8776,2001-03-02,5236.59,0.5x3.9x1.9,3282.32,62.32,0.0775,5.46,Aluminum,0.0771,1973-12-07,Active,Medium,MEO
D8777,1976-06-14,2355.73,1.8x2.5x4.2,14711.58,96.2,0.0184,2.62,Composite,0.0142,2023-12-31,Fragmented,Medium,MEO
D8778,2009-08-03,6782.85,1.7x2.7x3.5,26110.29,13.35,0.0829,7.47,Composite,0.0133,,Fragmented,High,MEO
D8779,1958-12-17,9964.03,2.8x4.1x4.6,29010.22,87.99,0.003,5.94,Aluminum,0.0393,1978-02-13,Active,Medium,MEO
D8780,1989-02-28,4369.33,1.1x1.6x2.6,36131.57,107.11,0.0723,7.09,Titanium,0.0916,2038-08-28,Active,High,GEO
D8781,1988-08-10,8178.95,2.8x1.9x5.0,28192.05,19.2,0.0006,6.21,Polymer,0.0647,2051-04-18,Fragmented,Low,MEO
D8782,1982-09-15,8169.42,1.1x3.2x2.6,19802.38,6.7,0.0981,3.38,Composite,0.0001,,Fragmented,High,MEO
D8783,2000-07-06,5373.22,0.3x4.2x4.4,21893.79,38.84,0.0749,4.95,Composite,0.0596,1962-09-20,Active,High,MEO
D8784,1962-05-29,4985.71,1.5x3.3x3.7,35719.54,87.52,0.0362,7.8,Composite,0.0403,,Active,High,MEO
D8785,2014-06-30,1366.84,0.6x1.4x0.3,24190.59,8.18,0.0789,4.31,Polymer,0.0612,1988-07-28,Active,High,MEO
D8786,2008-03-16,4491.49,1.9x4.1x3.2,13126.07,14.49,0.0066,2.95,Steel,0.0031,,Inactive,High,MEO
D8787,1984-07-21,8961.42,4.8x3.2x2.0,7072.03,91.55,0.064,4.17,Titanium,0.0354,,Inactive,High,MEO
D8788,1987-07-31,6042.34,0.7x3.3x3.1,21568.27,97.74,0.0827,5.93,Titanium,0.0222,2034-07-02,Active,High,MEO
D8789,1992-01-27,4851.15,1.1x3.8x2.3,10314.41,176.95,0.0296,7.79,Steel,0.0876,1994-10-22,Inactive,High,MEO
D8790,2021-11-19,3500.52,4.5x2.3x0.4,9336.71,5.32,0.0761,2.33,Composite,0.0503,2025-12-03,Inactive,High,MEO
D8791,1987-03-01,3978.05,4.1x2.5x3.9,9362.18,85.62,0.0364,5.0,Steel,0.0574,1971-03-08,Active,High,MEO
D8792,2023-07-29,3639.39,0.8x0.8x0.1,11185.21,152.47,0.0472,4.41,Aluminum,0.0517,2002-09-04,Inactive,Low,MEO
D8793,1978-06-25,4322.32,1.5x4.1x4.4,29492.17,166.35,0.0167,4.17,Polymer,0.0289,2021-05-20,Inactive,High,MEO
D8794,1994-08-15,9712.29,3.2x2.2x3.3,35304.45,147.99,0.086,6.33,Titanium,0.0724,1987-12-23,Active,Low,MEO
D8795,2020-04-15,2385.15,3.0x1.4x4.4,6628.29,68.81,0.0358,3.2,Composite,0.0239,1968-04-01,Fragmented,High,MEO
D8796,1966-06-14,9103.98,2.1x3.8x0.4,29875.87,114.36,0.0482,6.68,Titanium,0.0873,2039-07-13,Fragmented,Low,MEO
D8797,1982-07-31,5792.83,3.7x3.1x2.0,12747.63,74.61,0.0771,4.17,Steel,0.0317,2050-10-27,Fragmented,High,MEO
D8798,1978-12-12,7828.65,1.9x1.2x4.1,32699.06,51.9,0.0362,2.09,Titanium,0.0434,1965-01-25,Inactive,Medium,MEO
D8799,2007-05-28,768.25,4.7x3.3x2.4,1433.71,75.66,0.0769,2.29,Composite,0.0642,1975-06-30,Fragmented,High,LEO
D8800,1968-11-04,6746.36,2.5x2.5x0.3,34763.54,169.76,0.0756,5.69,Steel,0.0892,1961-12-27,Fragmented,Medium,MEO
D8801,1984-10-03,3183.12,3.2x4.9x3.0,32733.08,76.45,0.0481,3.21,Polymer,0.0458,2041-11-22,Fragmented,Medium,MEO
D8802,2018-02-27,5609.28,2.8x0.8x2.9,22910.97,133.79,0.0252,6.96,Steel,0.0447,1997-04-15,Active,Low,MEO
D8803,1975-02-03,240.96,1.6x2.1x1.2,27776.13,128.39,0.078,2.81,Steel,0.0392,2026-05-15,Active,Low,MEO
D8804,1962-06-05,1338.7,0.3x5.0x3.4,15689.48,95.95,0.0694,6.5,Aluminum,0.0902,1972-03-04,Fragmented,Medium,MEO
D8805,1998-05-24,4875.8,1.1x2.7x4.4,16255.55,151.93,0.0492,7.15,Polymer,0.0645,1973-11-20,Active,Medium,MEO
D8806,2004-07-22,7808.68,1.7x2.3x4.0,19535.66,164.3,0.0192,4.82,Polymer,0.0422,1987-08-31,Inactive,Medium,MEO
D8807,2000-09-15,5720.26,4.2x2.3x4.4,528.16,84.61,0.0263,2.13,Composite,0.05,2022-06-28,Active,Low,LEO
D8808,1964-01-18,3212.55,4.2x1.1x4.4,4506.25,24.64,0.0975,4.82,Titanium,0.0965,,Active,High,MEO
D8809,2007-06-08,1309.36,1.5x3.7x0.6,31569.81,169.04,0.0684,2.87,Composite,0.0483,1999-09-13,Inactive,Low,MEO
D8810,2022-03-14,6316.12,3.0x3.5x2.3,29225.71,118.95,0.0101,3.03,Aluminum,0.0772,1997-09-01,Active,High,MEO
D8811,1960-11-06,7978.38,3.5x4.7x0.8,34825.3,60.85,0.0022,2.95,Aluminum,0.0996,2021-08-16,Fragmented,Medium,MEO
D8812,1972-07-28,9217.72,0.5x4.1x3.0,374.95,3.66,0.0507,6.88,Composite,0.0935,2034-10-01,Fragmented,High,LEO
D8813,1983-01-09,6058.32,4.0x0.7x2.0,22314.75,162.58,0.0246,4.73,Composite,0.0658,,Inactive,High,MEO
D8814,1966-06-28,6788.3,0.4x1.3x0.6,11796.71,107.75,0.0997,7.68,Aluminum,0.028,1982-03-03,Inactive,High,MEO
D8815,1962-03-13,2664.07,2.8x0.3x4.5,38389.35,159.45,0.0967,3.73,Aluminum,0.0719,1997-04-01,Active,Medium,GEO
D8816,2000-05-01,6655.21,1.8x1.5x1.5,11645.56,12.96,0.0881,5.54,Steel,0.0132,1971-01-09,Active,Low,MEO
D8817,2014-02-17,9516.91,2.7x0.3x2.9,3375.77,89.64,0.0806,3.09,Polymer,0.026,2030-10-11,Inactive,Low,MEO
D8818,1999-01-20,6515.42,4.4x4.6x0.1,10985.9,81.9,0.0229,6.48,Steel,0.068,1969-01-10,Inactive,High,MEO
D8819,1964-06-28,4715.26,3.4x0.5x2.8,25802.15,172.91,0.0158,3.76,Aluminum,0.0656,1995-11-28,Inactive,Medium,MEO
D8820,1995-01-08,8845.41,4.8x1.4x1.9,35682.0,47.57,0.0509,4.96,Aluminum,0.0305,,Fragmented,Low,MEO
D8821,1972-08-19,699.66,3.1x1.3x0.6,492.67,140.0,0.0892,3.2,Composite,0.0885,1976-04-13,Active,High,LEO
D8822,1981-06-10,9190.37,1.3x1.2x3.2,14616.37,142.93,0.0191,4.88,Polymer,0.0185,,Inactive,High,MEO
D8823,1963-06-12,4991.43,0.4x0.2x3.0,4570.91,156.25,0.0921,2.02,Composite,0.0531,2011-03-15,Fragmented,Medium,MEO
D8824,2007-03-12,2725.59,2.7x3.2x3.5,13854.89,28.45,0.0691,2.62,Polymer,0.0734,1983-04-20,Active,High,MEO
D8825,2016-03-28,8408.62,3.3x1.7x3.4,39033.41,80.0,0.0538,6.69,Polymer,0.0242,2035-11-18,Active,Low,GEO
D8826,1962-10-09,6943.68,2.3x0.2x0.4,31564.95,36.48,0.0556,5.58,Titanium,0.0716,2042-09-04,Inactive,Low,MEO
D8827,1973-10-26,3091.19,4.8x1.0x0.3,18208.32,164.67,0.0918,4.19,Polymer,0.0218,2030-09-04,Inactive,Medium,MEO
D8828,1987-10-12,5950.78,1.8x4.0x2.2,16791.86,31.11,0.0096,6.56,Aluminum,0.0175,1993-11-22,Fragmented,Medium,MEO
D8829,2004-11-02,4130.35,2.8x0.3x3.8,13832.81,116.68,0.0696,3.39,Aluminum,0.0459,2028-05-25,Inactive,Low,MEO
D8830,2006-07-30,8311.21,1.2x0.8x1.1,15284.8,10.56,0.0656,3.16,Composite,0.0979,1964-05-14,Inactive,Low,MEO
D8831,2024-06-10,8633.08,2.1x1.0x4.5,7748.02,146.59,0.0213,4.53,Polymer,0.0976,1983-07-30,Fragmented,Medium,MEO
D8832,2011-01-17,9103.56,4.0x4.8x2.2,38436.22,125.31,0.0904,5.4,Titanium,0.0893,2005-09-20,Inactive,Medium,GEO
D8833,1993-09-29,1825.72,0.7x3.2x3.6,5051.65,120.6,0.06,7.35,Steel,0.0548,1998-07-24,Active,Medium,MEO
D8834,2003-03-17,9412.99,2.5x4.0x2.2,9825.86,126.11,0.0762,2.89,Polymer,0.04,1967-07-10,Fragmented,Medium,MEO
D8835,1983-08-14,8662.04,3.5x4.6x4.3,26210.48,46.03,0.0919,3.46,Steel,0.0665,2030-08-18,Fragmented,High,MEO
D8836,1967-07-09,3294.32,3.7x3.7x2.9,30106.33,134.53,0.0638,6.79,Aluminum,0.0358,2021-12-08,Active,Medium,MEO
D8837,2017-10-23,805.93,0.1x1.9x3.2,8718.82,8.24,0.0004,2.61,Aluminum,0.0967,2043-09-01,Active,High,MEO
D8838,2015-05-21,9181.64,4.0x0.6x2.9,22782.39,4.36,0.077,7.0,Titanium,0.0168,2038-02-12,Inactive,High,MEO
D8839,2022-07-18,2902.92,4.9x4.2x1.4,25580.8,160.72,0.0536,2.45,Titanium,0.0175,2050-07-06,Active,Low,MEO
D8840,2009-03-02,753.39,0.8x4.8x3.2,31104.64,149.78,0.0135,7.67,Titanium,0.0109,2047-08-19,Fragmented,Medium,MEO
D8841,2001-05-26,5848.23,4.7x0.2x2.1,35701.46,117.44,0.0359,4.79,Titanium,0.0792,2047-11-09,Active,Low,MEO
D8842,1980-10-13,9199.08,1.3x2.0x3.2,31634.9,179.89,0.0042,6.68,Aluminum,0.0151,1998-10-02,Inactive,High,MEO
D8843,1977-06-27,8065.61,3.3x3.5x1.9,27205.4,10.2,0.0601,6.65,Composite,0.0964,1979-06-10,Active,Medium,MEO
D8844,2022-07-13,6459.57,0.2x3.2x3.0,28848.81,137.14,0.0822,3.98,Titanium,0.0632,1988-08-10,Inactive,Medium,MEO
D8845,1992-06-16,4813.97,3.8x3.9x2.0,3496.11,2.1,0.0591,7.14,Steel,0.0,2020-07-19,Inactive,Medium,MEO
D8846,1999-12-25,8558.67,1.6x0.6x4.8,37893.32,118.88,0.0283,7.87,Composite,0.0001,2036-08-17,Fragmented,High,GEO
D8847,2019-05-07,5280.73,2.9x0.7x4.1,7404.12,105.86,0.0783,5.73,Aluminum,0.0971,2023-01-25,Inactive,High,MEO
D8848,1988-11-07,7838.22,4.7x0.5x0.9,18794.13,106.78,0.0886,5.69,Titanium,0.0015,,Fragmented,Medium,MEO
D8849,1970-10-14,4504.75,3.6x0.6x3.8,32487.39,100.61,0.0049,5.9,Composite,0.0969,1986-07-28,Active,Medium,MEO
D8850,1994-11-25,6842.14,0.7x3.9x0.3,23912.46,98.26,0.0146,2.6,Composite,0.0713,,Active,Medium,MEO
D8851,1972-05-04,8906.73,2.6x4.2x4.5,4576.99,90.29,0.0628,6.99,Titanium,0.0023,2028-05-17,Active,Low,MEO
D8852,1960-03-20,242.06,4.8x2.7x0.7,37708.32,175.37,0.0799,2.95,Polymer,0.0023,2019-04-06,Fragmented,High,GEO
D8853,1960-02-08,8425.25,1.2x2.1x2.4,27651.96,156.8,0.0317,6.13,Composite,0.0314,2037-03-04,Active,Low,MEO
D8854,2011-10-13,3676.1,1.2x0.2x0.3,15962.02,16.32,0.0458,4.73,Polymer,0.0619,1972-03-31,Active,Medium,MEO
D8855,2011-08-30,5639.51,1.6x1.9x1.0,29947.56,98.45,0.0472,4.64,Aluminum,0.024,2038-11-15,Active,Low,MEO
D8856,1963-03-12,9674.7,2.0x0.5x2.1,7769.91,133.82,0.0603,3.25,Composite,0.0503,,Fragmented,Low,MEO
D8857,1974-09-20,1611.86,3.9x0.2x1.9,721.67,112.56,0.0825,3.18,Titanium,0.0346,,Active,Medium,LEO
D8858,2014-12-07,707.94,4.1x3.1x1.7,4648.67,153.73,0.0701,3.48,Polymer,0.0161,2027-08-06,Active,Medium,MEO
D8859,1965-12-18,9239.82,0.7x0.5x2.0,21263.37,32.49,0.0908,7.29,Steel,0.0308,2020-10-21,Fragmented,Medium,MEO
D8860,1969-05-19,686.46,1.5x3.2x2.6,29532.86,57.26,0.0953,2.49,Polymer,0.0953,1970-08-26,Inactive,High,MEO
D8861,1985-10-05,5417.69,4.3x4.8x3.9,12096.27,38.16,0.0057,5.22,Steel,0.0818,2032-07-06,Inactive,Low,MEO
D8862,1997-01-18,5919.31,4.0x4.5x0.2,12321.36,7.34,0.0549,4.95,Composite,0.0049,1988-08-26,Fragmented,High,MEO
D8863,2001-01-19,8756.34,0.9x0.4x1.7,38887.32,67.03,0.0076,6.62,Titanium,0.0917,2028-12-02,Active,Low,GEO
D8864,1988-12-23,8733.06,1.6x4.5x4.7,5085.76,147.9,0.0199,2.65,Aluminum,0.0397,1970-04-09,Fragmented,Medium,MEO
D8865,2009-08-13,5173.62,3.8x3.4x3.1,9934.86,20.72,0.0858,5.88,Aluminum,0.0572,2025-03-09,Inactive,High,MEO
D8866,1983-01-20,8694.88,0.3x3.6x4.4,22151.76,22.42,0.047,3.48,Composite,0.0618,1970-08-31,Fragmented,Medium,MEO
D8867,1963-09-30,6605.31,3.1x1.6x4.0,38012.32,128.23,0.0562,7.59,Titanium,0.0558,,Fragmented,Low,GEO
D8868,2023-08-13,5430.22,2.8x2.4x2.2,9350.34,110.68,0.0865,7.54,Polymer,0.065,2049-08-04,Active,High,MEO
D8869,1963-09-24,9073.79,1.2x1.4x2.1,7326.8,145.66,0.0312,6.25,Titanium,0.0913,1967-03-13,Inactive,Low,MEO
D8870,1982-08-23,3973.78,0.4x2.1x3.0,20271.25,10.79,0.0234,2.67,Polymer,0.0223,2040-07-17,Fragmented,High,MEO
D8871,1992-03-17,1055.55,2.4x4.5x4.9,11831.78,163.05,0.0491,2.01,Titanium,0.0055,2004-02-24,Fragmented,High,MEO
D8872,1992-03-12,5953.29,0.5x0.2x2.8,36756.71,173.76,0.0168,7.33,Composite,0.0756,2018-04-16,Fragmented,Medium,GEO
D8873,1982-11-14,7022.1,3.5x1.1x0.2,21220.95,58.64,0.0944,7.86,Steel,0.0251,1988-12-14,Active,Low,MEO
D8874,1992-05-12,3033.98,3.1x0.9x1.6,27677.11,44.1,0.038,2.65,Steel,0.0159,2028-05-31,Active,Medium,MEO
D8875,2019-09-03,7119.99,1.1x3.2x0.4,38084.19,102.09,0.0146,2.85,Steel,0.0725,1981-06-14,Inactive,Medium,GEO
D8876,1998-12-19,5248.66,0.8x3.6x2.2,37771.3,68.2,0.0863,6.3,Polymer,0.076,,Inactive,Low,GEO
D8877,2010-08-03,4795.29,4.2x2.4x0.2,28403.21,36.37,0.0331,7.76,Polymer,0.03,,Fragmented,High,MEO
D8878,2018-11-07,6749.38,3.0x0.7x0.7,10271.62,80.7,0.0631,5.75,Steel,0.0393,2027-02-01,Inactive,Low,MEO
D8879,1997-12-14,410.84,4.4x5.0x2.6,4114.84,4.7,0.0631,5.72,Titanium,0.0864,1986-03-16,Active,Low,MEO
D8880,2009-05-10,5574.08,3.6x3.4x0.5,24688.43,6.56,0.0234,7.49,Titanium,0.0205,1964-02-08,Inactive,Medium,MEO
D8881,1970-08-31,4324.01,3.5x2.4x2.8,23355.87,108.18,0.0798,4.14,Aluminum,0.0994,2019-03-14,Active,Medium,MEO
D8882,1965-07-25,9974.06,2.1x1.1x4.5,38330.62,45.32,0.0789,6.06,Titanium,0.0597,2018-01-30,Fragmented,Low,GEO
D8883,1970-11-23,4430.64,0.6x2.7x1.0,1843.21,89.91,0.0779,3.24,Steel,0.0558,1985-03-23,Fragmented,High,LEO
D8884,1958-05-27,5783.5,0.6x3.4x2.7,18282.22,156.93,0.0927,3.95,Steel,0.0517,1980-03-23,Fragmented,Low,MEO
D8885,1970-08-12,7818.52,3.9x1.8x2.2,12939.09,40.07,0.026,4.36,Titanium,0.0766,2013-06-06,Inactive,High,MEO
D8886,1999-07-10,1798.86,4.4x4.7x2.1,5921.57,42.9,0.0574,3.46,Aluminum,0.0911,1968-09-02,Fragmented,Medium,MEO
D8887,2004-09-16,7367.11,1.2x0.8x3.3,1906.99,115.04,0.0623,6.57,Polymer,0.0019,,Active,High,LEO
D8888,2012-11-10,7517.64,0.3x3.2x1.0,28719.67,153.16,0.0242,5.02,Composite,0.0787,2004-04-02,Active,Low,MEO
D8889,1975-06-30,5366.63,3.9x5.0x2.0,35230.69,134.16,0.0784,6.32,Steel,0.0743,1991-01-28,Active,Medium,MEO
D8890,1991-05-24,880.83,0.9x1.2x1.9,1851.88,29.21,0.0004,3.93,Titanium,0.0008,2006-05-08,Active,High,LEO
D8891,1969-07-21,9188.64,0.6x0.4x1.0,22706.17,60.5,0.0056,6.62,Composite,0.0305,1995-05-08,Active,Low,MEO
D8892,1986-04-22,1143.04,2.9x0.6x3.5,6102.59,69.13,0.006,7.2,Polymer,0.0866,1986-01-26,Fragmented,Low,MEO
D8893,1971-10-06,2645.86,1.8x4.7x0.8,27879.39,41.38,0.0034,3.62,Composite,0.0371,,Active,High,MEO
D8894,1965-02-11,2446.74,2.2x3.7x4.7,6709.91,140.92,0.0864,5.43,Titanium,0.0105,2052-02-24,Inactive,Low,MEO
D8895,1978-04-17,1759.86,2.9x0.5x2.7,1547.11,82.59,0.0108,4.47,Titanium,0.006,2000-10-04,Fragmented,High,LEO
D8896,2015-04-12,6744.42,2.7x4.1x1.9,24606.29,130.43,0.0723,3.64,Polymer,0.0048,2040-04-16,Active,Medium,MEO
D8897,1994-06-12,4911.89,0.6x0.3x5.0,26155.67,24.57,0.0382,3.91,Aluminum,0.0541,2033-06-02,Inactive,Low,MEO
D8898,1994-06-09,5500.09,3.8x2.3x4.7,12589.66,177.54,0.0109,3.47,Aluminum,0.0246,2049-05-01,Inactive,High,MEO
D8899,1959-08-30,4451.36,0.4x3.5x3.3,5135.18,100.21,0.0823,3.18,Aluminum,0.0019,1980-05-04,Fragmented,Medium,MEO
D8900,1980-11-29,430.73,2.5x0.3x3.9,2715.14,55.04,0.0269,6.79,Titanium,0.0459,2018-10-13,Active,Low,MEO
D8901,1978-07-24,5636.81,4.3x0.7x2.5,22357.96,62.22,0.0816,3.93,Steel,0.0892,2048-07-04,Inactive,High,MEO
D8902,1986-02-04,4098.11,3.3x0.7x2.5,22824.31,124.78,0.0128,7.7,Titanium,0.0082,2024-02-16,Inactive,High,MEO
D8903,2024-12-14,848.95,4.4x4.2x2.2,31273.92,157.79,0.074,5.48,Composite,0.0078,1976-08-09,Inactive,High,MEO
D8904,2003-04-09,9342.13,4.4x4.5x2.9,16155.79,152.18,0.0565,7.36,Titanium,0.0198,2040-08-22,Inactive,High,MEO
D8905,1974-05-18,3548.91,4.8x4.6x2.3,16582.23,178.4,0.008,4.32,Titanium,0.0064,1982-06-05,Fragmented,High,MEO
D8906,1987-11-23,7788.79,0.3x3.0x2.2,4857.69,117.9,0.0617,2.39,Steel,0.0398,2019-12-01,Active,Medium,MEO
D8907,1968-02-20,9104.88,4.1x4.8x3.4,14649.36,64.77,0.0836,7.67,Titanium,0.0553,1975-08-14,Inactive,Medium,MEO
D8908,2001-03-31,9012.61,4.3x2.1x3.5,32711.1,67.92,0.0973,7.77,Composite,0.089,1964-02-18,Inactive,Low,MEO
D8909,1971-11-30,1379.63,2.7x3.3x2.0,3115.04,82.76,0.0393,3.15,Composite,0.0691,2044-06-30,Active,High,MEO
D8910,1959-12-08,9094.99,2.2x3.0x3.6,15193.67,110.55,0.0976,2.33,Titanium,0.0698,2001-03-16,Active,Low,MEO
D8911,1963-11-08,1223.58,2.2x4.2x4.5,33561.05,114.33,0.0092,5.09,Titanium,0.0501,,Inactive,Low,MEO
D8912,1958-08-02,7813.54,0.7x2.1x0.8,38510.61,160.13,0.055,5.47,Aluminum,0.0796,1991-07-20,Fragmented,Low,GEO
D8913,1989-12-25,9953.51,4.5x5.0x4.9,16736.5,14.1,0.0609,5.38,Aluminum,0.0863,1974-04-20,Active,Medium,MEO
D8914,2019-03-20,1183.38,0.3x2.8x4.8,20654.98,61.02,0.0851,4.36,Steel,0.0095,1986-12-26,Inactive,Low,MEO
D8915,1990-06-26,1697.05,2.3x4.5x3.4,24978.03,153.98,0.0667,5.35,Composite,0.0689,2004-10-13,Active,Medium,MEO
D8916,1985-04-27,9552.42,4.4x3.4x3.6,35558.55,36.22,0.0902,6.74,Composite,0.0375,2021-11-30,Active,High,MEO
D8917,2022-03-14,859.18,0.7x4.3x3.3,22958.86,53.78,0.0486,4.36,Titanium,0.0095,2040-06-04,Inactive,Medium,MEO
D8918,2009-08-05,6672.13,2.9x2.7x0.6,24445.67,66.84,0.0189,2.55,Composite,0.0239,1958-08-02,Inactive,High,MEO
D8919,1993-08-01,152.56,2.5x2.2x1.0,12568.76,50.96,0.0884,2.79,Composite,0.0709,2032-09-26,Inactive,Low,MEO
D8920,2011-08-17,2815.82,0.3x4.2x1.0,28195.65,77.24,0.0567,2.84,Steel,0.0596,2038-11-04,Active,High,MEO
D8921,2017-05-16,815.55,1.4x4.7x3.3,36968.53,102.35,0.0916,6.0,Titanium,0.0398,1963-06-29,Active,Low,GEO
D8922,1977-06-19,2957.3,1.0x2.2x2.9,34177.27,55.45,0.0776,4.75,Titanium,0.0363,1977-02-08,Inactive,High,MEO
D8923,2008-12-20,7864.45,2.3x0.7x2.3,25014.32,2.65,0.0548,3.51,Composite,0.0522,2042-01-08,Inactive,Medium,MEO
D8924,2007-02-19,6660.76,2.7x2.0x3.3,39905.29,81.82,0.0138,5.35,Aluminum,0.0359,1986-09-17,Active,Low,GEO
D8925,1992-09-10,5910.82,3.0x4.2x2.3,3327.84,93.97,0.0214,3.76,Composite,0.0186,1965-09-15,Active,Medium,MEO
D8926,1983-05-01,1659.39,3.2x4.3x0.4,5351.98,36.22,0.0073,6.5,Composite,0.0301,,Inactive,High,MEO
D8927,1961-08-08,9532.37,3.0x0.6x4.6,5829.77,110.16,0.0319,7.7,Titanium,0.0359,,Fragmented,High,MEO
D8928,2006-01-01,2607.13,4.1x1.7x1.1,32679.55,128.36,0.0001,2.05,Steel,0.0059,1967-09-09,Active,Medium,MEO
D8929,1993-12-08,2361.65,5.0x1.9x3.1,37969.17,103.05,0.0813,5.36,Aluminum,0.0912,1980-02-11,Active,High,GEO
D8930,2008-11-13,3793.51,3.2x3.5x4.9,20986.54,63.27,0.0134,7.89,Steel,0.0331,2018-12-09,Active,Low,MEO
D8931,1986-07-04,2034.56,3.4x4.4x1.9,266.2,133.64,0.0615,6.35,Polymer,0.0983,1990-01-19,Active,Medium,LEO
D8932,2003-04-20,6551.42,4.5x0.2x3.7,6213.38,147.19,0.0133,3.54,Polymer,0.0118,1973-05-02,Active,Medium,MEO
D8933,2017-04-12,391.09,2.7x3.5x1.6,23285.63,11.97,0.0868,6.45,Composite,0.081,,Active,High,MEO
D8934,1991-10-11,6400.85,2.6x4.6x1.4,5094.24,40.69,0.0051,6.93,Composite,0.0865,1985-05-07,Fragmented,Low,MEO
D8935,1988-03-24,9361.26,0.4x3.1x2.3,19192.09,137.56,0.0701,7.3,Composite,0.0352,2010-09-22,Fragmented,Low,MEO
D8936,2011-11-22,940.21,2.9x4.1x2.3,11980.69,19.27,0.0366,4.68,Aluminum,0.091,2023-02-10,Fragmented,Medium,MEO
D8937,1974-12-04,1475.68,0.3x4.5x3.8,12939.59,149.22,0.051,7.04,Polymer,0.0096,1986-07-23,Inactive,High,MEO
D8938,1961-11-29,4538.44,4.6x0.4x1.6,30980.94,142.39,0.0935,6.5,Steel,0.0972,1963-04-16,Inactive,Low,MEO
D8939,2022-01-20,3588.81,4.5x2.2x3.2,34285.31,120.71,0.0337,4.92,Polymer,0.0683,1970-11-19,Active,Medium,MEO
D8940,1959-12-13,6321.71,2.8x0.7x2.9,16805.03,20.08,0.0544,7.22,Aluminum,0.0179,2013-05-21,Fragmented,Low,MEO
D8941,2014-07-13,5663.03,3.2x1.7x1.4,34874.39,96.16,0.0939,7.58,Steel,0.0293,2046-05-14,Fragmented,High,MEO
D8942,1961-01-10,4723.21,4.5x1.5x1.9,21121.0,106.03,0.0154,4.46,Composite,0.0594,,Fragmented,High,MEO
